ID,mechanism,fold
A0A0Q7EWQ2,antibiotic inactivation,0
U2EWC9,antibiotic target alteration,0
A0A0U1YWL1,antibiotic inactivation,0
L7CL63,antibiotic target alteration,0
A0A127SHI1,antibiotic inactivation,0
J1GA83,antibiotic target alteration,0
A0A0Q8FIG1,antibiotic target alteration,0
ZP_03040189,antibiotic inactivation,0
YP_002705656,antibiotic efflux,0
B7UPX2,antibiotic inactivation,0
ZP_01819864,antibiotic efflux,0
M1XY99,antibiotic inactivation,0
ZP_03280821,antibiotic target alteration,0
A0A0Q4FKS5,antibiotic target alteration,0
R6B0T3,antibiotic target alteration,0
A0A0K9F8Q1,antibiotic target alteration,0
I0QQ55,antibiotic efflux,0
A5Z1N4,antibiotic inactivation,0
A0A0P9SMB4,antibiotic target alteration,0
A0A0S2SHF2,antibiotic target alteration,0
A0A127S9W4,antibiotic inactivation,0
P20174,antibiotic target protection,0
A0A0N8R1H5,antibiotic target alteration,0
A0A0E8TM01,antibiotic inactivation,0
A0A0H3R7A0,antibiotic target alteration,0
B3YD81,antibiotic inactivation,0
YP_002258163,antibiotic efflux,0
ACL27011,antibiotic target replacement,0
A0A158LX91,antibiotic inactivation,0
E9LZM8,antibiotic inactivation,0
A0A0F3G9L8,antibiotic target alteration,0
F4SGI5,antibiotic target alteration,0
A0A0R5RQ00,antibiotic inactivation,0
K7QCU9,antibiotic inactivation,0
A0A077UGL2,antibiotic inactivation,0
X2GXV8,antibiotic inactivation,0
Q5XLF9,antibiotic inactivation,0
A0A0L6JBK1,antibiotic target alteration,0
S3IMM0,antibiotic target alteration,0
A0A0G1NKX7,antibiotic target alteration,0
W0HA36,antibiotic efflux,0
V2Y3Q9,antibiotic target alteration,0
AAW82909,antibiotic inactivation,0
ZP_03836256,antibiotic efflux,0
K4ZIH3,antibiotic target alteration,0
Q323U7,antibiotic efflux,0
A0A0F6P2I5,antibiotic inactivation,0
A0A0G3WRQ4,antibiotic target alteration,0
R4WCX7,antibiotic inactivation,0
K8FWY4,antibiotic target alteration,0
L0A790,antibiotic target alteration,0
CAS11304,antibiotic efflux,0
A0A0A0F7S9,antibiotic inactivation,0
N6UB98,antibiotic inactivation,0
A0A110AZV8,antibiotic inactivation,0
V2V5V4,antibiotic target alteration,0
YP_001590869,antibiotic efflux,0
A0A0D5WQ75,antibiotic inactivation,0
R6DNY9,antibiotic target alteration,0
W5YXS9,antibiotic inactivation,0
A0A0N1J774,antibiotic target alteration,0
A0A0T9Q8A7,antibiotic target alteration,0
YP_002188856,antibiotic efflux,0
A0A150HXJ6,antibiotic inactivation,0
Q9AGT9,antibiotic inactivation,0
B2CD48,antibiotic inactivation,0
T1YC08,antibiotic inactivation,0
A0A142LZW0,antibiotic target alteration,0
ZP_03561873,antibiotic efflux,0
A0A0H4IQK7,antibiotic inactivation,0
G9W794,antibiotic target alteration,0
W2DGE5,antibiotic target alteration,0
A0KWQ2,antibiotic inactivation,0
A0A0T9NNZ9,antibiotic efflux,0
ABC76093,antibiotic target replacement,0
A0A0K9TFL4,antibiotic efflux,0
A0A0Q4MRE3,antibiotic target alteration,0
A0A0K2P9L1,antibiotic target alteration,0
N9PSH8,antibiotic target alteration,0
Q4K4L6,antibiotic inactivation,0
A0A0D0STS1,antibiotic target alteration,0
A0A0F6MFP9,antibiotic target alteration,0
YP_002846930,antibiotic efflux,0
A0A063BIV0,antibiotic target alteration,0
O32579,antibiotic inactivation,0
YP_001144148,antibiotic inactivation,0
A0A0N7AFE8,antibiotic inactivation,0
YP_002115369,antibiotic target alteration,0
A0A127SV07,antibiotic inactivation,0
R5XV41,antibiotic efflux,0
A0A0U2B7P0,antibiotic target alteration,0
A0A0U1YUZ7,antibiotic inactivation,0
A0A068HII6,antibiotic target alteration,0
A0A099I281,antibiotic target alteration,0
AAL78279.1,antibiotic inactivation,0
AAK21276.1,others,0
AVN57400.1,antibiotic efflux,0
AFK60290.1,antibiotic target alteration,0
ABS18770.1,antibiotic target replacement,0
AAK52605.1,antibiotic inactivation,0
NP_627789.1,antibiotic target alteration,0
ACD56151.1,antibiotic target replacement,0
CAJ13500.1,antibiotic target replacement,0
BAQ56017.1,antibiotic inactivation,0
AEL00446.1,antibiotic target protection,0
CAE51638.1,antibiotic inactivation,0
CAJ68315.1,antibiotic target replacement,0
WP_012578770.1,antibiotic target alteration,0
BAA35952.1,antibiotic efflux,0
WP_078132003.1,antibiotic target alteration,0
YP_003614006.1,antibiotic target alteration,0
AEK32501.1,antibiotic inactivation,0
WP_001833269.1,antibiotic target alteration,0
CAH14593.1,antibiotic target alteration,0
ABQ54809.1,antibiotic target alteration,0
AAT30688.1,antibiotic inactivation,0
CAC85829.1,antibiotic target replacement,0
AAD25062.1,antibiotic target alteration,0
WP_000952923.1,antibiotic target replacement,0
CAA94712.1,antibiotic target alteration,0
AFQ65930.1,antibiotic inactivation,0
CAJ87111.1,antibiotic target replacement,0
YP_001706375.1,antibiotic target alteration,0
AAA63165.1,antibiotic target alteration,0
ABQ56518.1,antibiotic target alteration,0
AEA35203.1,antibiotic efflux,0
EEW38810.1,antibiotic inactivation,0
AEU17993.1,antibiotic target alteration,0
CAA58028.1,antibiotic target alteration,0
WP_000918672.1,antibiotic target alteration,0
CAB64978.1,antibiotic target protection,0
CAD55840.1,antibiotic target replacement,0
CCC87252.1,antibiotic efflux,0
ACF06160.1,antibiotic target replacement,0
ADD83116.1,antibiotic inactivation,0
AAV74572.1,antibiotic target alteration,0
CAR63501.1,antibiotic inactivation,0
AAZ73126.1,antibiotic target replacement,0
WP_041202518.1,antibiotic target alteration,0
EJR71705.1,antibiotic inactivation,0
WP_000202263.1,antibiotic target alteration,0
BAJ34818.1,antibiotic target alteration,0
WP_003690105.1,antibiotic target alteration,0
WP_000167933.1,antibiotic target alteration,0
CCQ22202.1,antibiotic target alteration,0
ABX79419.1,antibiotic target alteration,0
ACH50233.1,antibiotic target alteration,0
AKZ58683.1,antibiotic efflux,0
AFI47934.1,antibiotic inactivation,0
CAH15775.1,antibiotic inactivation,0
WP_011764800.1,antibiotic target alteration,0
WP_001071160.1,antibiotic target alteration,0
CCQ19309.1,antibiotic target alteration,0
AAN79199.1,antibiotic target alteration,0
ABL75154.1,antibiotic inactivation,0
AKF41838.1,antibiotic inactivation,0
AEE66480.1,antibiotic target alteration,0
NP_274695.1,antibiotic target alteration,0
AHH83941.1,antibiotic target alteration,0
WP_011244871.1,antibiotic target alteration,0
AKF41839.1,antibiotic inactivation,0
ACO84640.1,antibiotic target alteration,0
EHL91134.1,antibiotic inactivation,0
ADI55020.1,antibiotic inactivation,0
AAK91783.1,antibiotic inactivation,0
ADQ43422.1,antibiotic inactivation,0
ACH52168.1,antibiotic target alteration,0
AAP97130.1,antibiotic inactivation,0
AFK58771.1,antibiotic target alteration,0
AAO47225.2,antibiotic target alteration,0
CCJ23762.1,antibiotic inactivation,0
CAP69659.1,antibiotic inactivation,0
AJG01375.1,antibiotic inactivation,0
ACZ52980.1,antibiotic target replacement,0
CAQ45829.1,antibiotic inactivation,0
CCE94501.1,antibiotic inactivation,0
AAQ76279.1,antibiotic inactivation,0
WP_011246832.1,antibiotic target alteration,0
AFK58770.1,antibiotic target alteration,0
ABS43870.1,antibiotic target alteration,0
CBA33605.1,antibiotic target alteration,0
ABX45064.1,antibiotic inactivation,0
AAG34545.1,antibiotic inactivation,0
NG_047757.1,antibiotic target replacement,0
WP_039569351.1,antibiotic inactivation,0
WP_045095476.1,antibiotic inactivation,0
WP_061466569.1,antibiotic inactivation,0
ACA23029.1,antibiotic efflux,0
AAK40353.1,antibiotic efflux,0
NP_862227.1,antibiotic efflux,0
AGC82133.1,antibiotic target alteration,0
WP_052285801.1.,antibiotic inactivation,0
WP_005475717.1.,antibiotic inactivation,0
WP_023376089.1,antibiotic inactivation,0
WP_023239286.1,antibiotic inactivation,0
WP_023220234.1,antibiotic inactivation,0
WP_011342944.1.,antibiotic efflux,0
WP_031786790.1,antibiotic target replacement,0
WP_063856693.1,antibiotic target alteration,0
AHN05315.1,antibiotic efflux,0
WP_039639671.1,antibiotic inactivation,0
WP_033268654.1,antibiotic inactivation,0
WP_047139664.1,antibiotic inactivation,0
WP_023529211.1,antibiotic inactivation,0
WP_030695745.1,antibiotic inactivation,0
WP_000155092.1,antibiotic inactivation,0
WP_026966955.1,antibiotic inactivation,0
WP_014386803.1,antibiotic inactivation,0
WP_000369216.1,antibiotic target replacement,0
1SD6_A,antibiotic target replacement,0
WP_025904161.1,antibiotic target replacement,0
AIS76191.1,antibiotic efflux,0
WP_012102963.1,antibiotic efflux,0
WP_002941309.1,antibiotic efflux,0
ETI84131.1,antibiotic efflux,0
WP_012818050.1,antibiotic target alteration,0
WP_031784491.1,antibiotic target alteration,0
WP_002487653.1,antibiotic target alteration,0
CAB82516.1,antibiotic inactivation,0
EFF39147.1,antibiotic efflux,0
WP_023318187.1,antibiotic inactivation,0
WP_003651390.1,antibiotic inactivation,0
AMQ12639.1,antibiotic efflux,0
AAS18386.1,antibiotic efflux,0
WP_031989990.1,antibiotic efflux,0
WP_058662444.1,antibiotic efflux,0
YP_007547181.1,antibiotic target replacement,0
CAY33090,antibiotic target replacement,0
WP_032989463.1,antibiotic inactivation,0
CCP89052.1,antibiotic inactivation,0
WP_018685137.1,antibiotic target alteration,0
WP_037420882.1,antibiotic inactivation,0
CEJ95855.1,antibiotic target alteration,0
WP_000960976.1,antibiotic inactivation,0
CAM88403.1,antibiotic inactivation,0
AKI29920,antibiotic inactivation,0
WP_007810578.1,antibiotic inactivation,0
WP_047502869.1,antibiotic inactivation,0
WP_044096634.1,antibiotic target alteration,0
WP_031730929.1,antibiotic target alteration,0
ABL74962.1,antibiotic target alteration,0
AAW53146,antibiotic inactivation,0
AHB87392,antibiotic inactivation,0
AAP50248.1,antibiotic inactivation,0
EMI48985.1,antibiotic inactivation,0
ENV20093,antibiotic inactivation,0
BAQ33942.1,antibiotic inactivation,0
ZP_18898211.1,antibiotic inactivation,0
WP_044247329.1,antibiotic inactivation,0
WP_044139565.1,antibiotic inactivation,0
WP_034280751.1,antibiotic inactivation,0
WP_023204046.1,antibiotic inactivation,0
WP_039517854.1,antibiotic inactivation,0
WP_052934797.1,antibiotic inactivation,0
WP_038985126.1,antibiotic inactivation,0
WP_042391810.1,antibiotic efflux,0
WP_007370976.1,antibiotic efflux,0
WP_048286929.1,antibiotic efflux,0
WP_052283763.1,antibiotic efflux,0
WP_024549283.1,antibiotic efflux,0
WP_004871504.1,antibiotic efflux,0
WP_064377368.1,antibiotic efflux,0
AAL55263.1,antibiotic inactivation,0
ACY01749.1,antibiotic inactivation,0
WP_032492430.1,antibiotic inactivation,0
AMP47005.1,antibiotic target protection,0
AMP47132.1,antibiotic target protection,0
WP_008148693.1,antibiotic target protection,0
WP_049432229.1,antibiotic inactivation,0
WP_062197191.1,antibiotic inactivation,0
WP_047911872.1,antibiotic inactivation,0
ADE08372.2,antibiotic efflux,0
AAB28795.1,antibiotic efflux,0
WP_028502503.1,antibiotic efflux,0
WP_055874188.1,antibiotic efflux,0
CAA53389.1,antibiotic efflux,0
WP_015431547.1,antibiotic efflux,0
EFZ06149.1,antibiotic efflux,0
WP_011727797.1,antibiotic target alteration,0
WP_050236693.1,antibiotic target alteration,0
WP_007596156.1,antibiotic target alteration,0
WP_040356223.1,antibiotic target alteration,0
WP_064968553.1,antibiotic target alteration,0
WP_023912127.1,antibiotic inactivation,0
WP_064582324.1,antibiotic inactivation,0
WP_047360629.1,antibiotic inactivation,0
ABY48974.1,antibiotic inactivation,0
WP_060732357.1,antibiotic inactivation,0
AAO32357.1,antibiotic inactivation,0
WP_063840321.1,antibiotic inactivation,0
WP_063840283.1,antibiotic inactivation,0
WP_063840282.1,antibiotic inactivation,0
AIT97187.1,antibiotic inactivation,0
ACO54181.1,antibiotic inactivation,0
WP_052095933.1,antibiotic inactivation,0
WP_011749422.1,antibiotic inactivation,0
WP_003525983.1,antibiotic inactivation,0
WP_009492021.1,antibiotic inactivation,0
WP_020696664.1,antibiotic inactivation,0
ODT18015.1,antibiotic inactivation,0
WP_010788791.1,antibiotic inactivation,0
WP_061861938.1,antibiotic inactivation,0
WP_065292925.1,antibiotic inactivation,0
WP_035204920.1,antibiotic inactivation,0
WP_036624446.1,antibiotic inactivation,0
WP_043066377.1,antibiotic inactivation,0
WP_032944434.1,antibiotic target protection,0
WP_038635452.1,antibiotic inactivation,0
WP_033669393.1,antibiotic inactivation,0
WP_041184920.1,antibiotic inactivation,0
Q45726.1,antibiotic inactivation,0
AAM48120.1,antibiotic inactivation,0
WP_005801014.1,antibiotic inactivation,0
WP_046982544.1,antibiotic inactivation,0
WP_045184442.1,antibiotic inactivation,0
WP_001608097.1,antibiotic target replacement,0
WP_020366668.1,antibiotic target replacement,0
WP_054192916.1,antibiotic target replacement,0
WP_049305913.1,antibiotic target replacement,0
WP_025663215.1,antibiotic target replacement,0
WP_000952924.1,antibiotic target replacement,0
WP_053000968.1,antibiotic target replacement,0
OBP41431.1,antibiotic inactivation,0
AKL03765.1,antibiotic inactivation,0
WP_034602208.1,antibiotic target alteration,0
ABG88877.1,antibiotic inactivation,0
WP_052484405.1,antibiotic efflux,0
WP_025265915.1,antibiotic efflux,0
WP_027069939.1,antibiotic efflux,0
ACS73595.1,antibiotic efflux,0
WP_049237932.1,antibiotic efflux,0
WP_049194240.1,antibiotic efflux,0
WP_043106116.1,antibiotic efflux,0
WP_049392010.1,antibiotic inactivation,0
WP_000733620.1,antibiotic inactivation,0
WP_049401912.1,antibiotic inactivation,0
WP_005128660.1,antibiotic efflux,0
WP_002049977.1,antibiotic efflux,0
WP_032041245.1,antibiotic efflux,0
WP_050548367.1,antibiotic inactivation,0
AMP47510.1,antibiotic inactivation,0
WP_049065661.1,antibiotic inactivation,0
ESK39014.1,antibiotic inactivation,0
ENX32354.1,antibiotic inactivation,0
WP_075446173.1,antibiotic inactivation,0
ARF19224.1,antibiotic target protection,0
KZQ37978.1,antibiotic target protection,0
SMC86227.1,antibiotic inactivation,0
WP_087879616.1,antibiotic target alteration,0
WP_026141143.1,antibiotic inactivation,0
WP_026141765.1,antibiotic inactivation,0
WP_044639852.1,antibiotic inactivation,0
WP_094943952.1,antibiotic efflux,0
AFN94077.1,antibiotic efflux,0
CAA25642.1,antibiotic inactivation,0
ACX47985.1,antibiotic inactivation,0
2BFK_A,antibiotic inactivation,0
2BC2_A,antibiotic inactivation,0
YP_001420781.1,antibiotic inactivation,0
WP_009879416.1,antibiotic inactivation,0
WP_003190608.1,antibiotic inactivation,0
WP_006229611.1,antibiotic inactivation,0
YP_001761954.1,antibiotic inactivation,0
ACU65242.1,antibiotic inactivation,0
1WUP_A,antibiotic inactivation,0
ACE77794.1,antibiotic inactivation,0
WP_008199227.1,antibiotic inactivation,0
WP_003002951.1,antibiotic inactivation,0
ADL70857.1,antibiotic inactivation,0
YP_004391384.1,antibiotic inactivation,0
BAF47409.1,antibiotic inactivation,0
WP_005413585.1,antibiotic inactivation,0
BAF47406.1,antibiotic inactivation,0
BAF47408.1,antibiotic inactivation,0
ADC79554.1,antibiotic inactivation,0
NP_001170718.1,antibiotic inactivation,0
YP_002131811.1,antibiotic inactivation,0
WP_001082971.1,antibiotic inactivation,0
YP_001238554.1,antibiotic inactivation,0
WP_010239973.1,antibiotic inactivation,0
NP_462637.1,antibiotic inactivation,0
YP_001438455.1,antibiotic inactivation,0
YP_828073.1,antibiotic inactivation,0
YP_616949.1,antibiotic inactivation,0
YP_003124215.1,antibiotic inactivation,0
ABO48510.1,antibiotic inactivation,0
YP_410551.1,antibiotic inactivation,0
WP_004874984.1,antibiotic inactivation,0
CAM96571.1,antibiotic target alteration,0
WP_001082092.1,antibiotic efflux,0
YP_792720.1,antibiotic efflux,0
YP_001670703.1,antibiotic efflux,0
WP_011763962.1,antibiotic efflux,0
WP_011767098.1,antibiotic efflux,0
resfam_SHV-4,antibiotic inactivation,0
resfam_SHV-16,antibiotic inactivation,0
resfam_SHV-21,antibiotic inactivation,0
WP_065365892.1,antibiotic inactivation,0
resfam_SHV-90,antibiotic inactivation,0
resfam_SHV-103,antibiotic inactivation,0
resfam_SHV-114,antibiotic inactivation,0
resfam_SHV-115,antibiotic inactivation,0
resfam_SHV-124,antibiotic inactivation,0
WP_004143591.1,antibiotic inactivation,0
AAV91761.1,antibiotic inactivation,0
ABD90508.1,antibiotic inactivation,0
ABQ14361.1,antibiotic inactivation,0
ABQ14371.1,antibiotic inactivation,0
ABQ14366.1,antibiotic inactivation,0
ABQ14436.1,antibiotic inactivation,0
ABQ14423.1,antibiotic inactivation,0
ABQ14367.1,antibiotic inactivation,0
resfam_TEM-7,antibiotic inactivation,0
resfam_TEM-102,antibiotic inactivation,0
resfam_TEM-123,antibiotic inactivation,0
resfam_TEM-41,antibiotic inactivation,0
resfam_TEM-37,antibiotic inactivation,0
resfam_TEM-51,antibiotic inactivation,0
resfam_TEM-60,antibiotic inactivation,0
resfam_TEM-46,antibiotic inactivation,0
WP_063864910.1,antibiotic inactivation,0
resfam_TEM-42,antibiotic inactivation,0
resfam_TEM-65,antibiotic inactivation,0
ABI20743.1,antibiotic inactivation,0
AAD28531.1,antibiotic inactivation,0
AAV54522.1,antibiotic inactivation,0
ABQ43167.1,antibiotic inactivation,0
2XDO_A,antibiotic inactivation,0
YP_001084779.1,antibiotic efflux,0
WP_011764345.1,antibiotic efflux,0
WP_001140999.1,antibiotic efflux,0
WP_000213885.1,antibiotic efflux,0
WP_000128093.1,antibiotic efflux,0
WP_000857095.1,antibiotic efflux,0
NP_308991.2,antibiotic efflux,0
CBZ41941.1,antibiotic target replacement,0
NP_309628.1,antibiotic target alteration,0
P55922.1,antibiotic efflux,0
WP_006809718.1,antibiotic inactivation,0
YP_001083264.1,antibiotic efflux,0
AAK45103.1,antibiotic target alteration,0
CAA25445.1,antibiotic target replacement,0
CAD56147.1,antibiotic inactivation,0
ABD22979.1,antibiotic inactivation,0
CAP09892.1,antibiotic target protection,0
CAP09894.1,antibiotic target protection,0
ACI16367.1,antibiotic efflux,0
CAT00035.1,antibiotic target replacement,0
ACO54027.1,antibiotic target replacement,0
ACR40101.1,antibiotic inactivation,0
ACR40102.1,antibiotic inactivation,0
CAQ53849.2,antibiotic target replacement,0
BAK53145.1,antibiotic target replacement,0
EJY24646.1,antibiotic target protection,0
WP_004207704.1,antibiotic inactivation,0
WP_005812825.1,antibiotic inactivation,0
BAO48025.1,antibiotic inactivation,0
AHU60294.1,antibiotic efflux,0
AJE61443.1,antibiotic inactivation,0
AKI29907.1,antibiotic inactivation,0
AKI29913.1,antibiotic inactivation,0
AKO62869.1,antibiotic target protection,0
AKQ05893.1,antibiotic inactivation,0
AKQ05895.1,antibiotic inactivation,0
AKQ05898.1,antibiotic inactivation,0
ALA99186.1,antibiotic inactivation,0
ALA99191.1,antibiotic inactivation,0
ALI92811.1,antibiotic target protection,0
KPU95363.1,antibiotic efflux,0
ALM24145.1,antibiotic inactivation,0
AMR98919.1,antibiotic inactivation,0
AON96418.1,antibiotic target protection,0
ARO85965.1,antibiotic inactivation,0
AEL00452.2,antibiotic target protection,0
BBB21811.1,antibiotic target alteration,0
AUN87920.1,antibiotic target alteration,0
ALMZ01000078_optrA_20,antibiotic target protection,0
DQ993182_1,antibiotic target replacement,0
AAS90620.1,antibiotic inactivation,1
AAS90626.1,antibiotic inactivation,1
ACN58930.1,antibiotic efflux,1
ACN58864.1,antibiotic efflux,1
ACN58788.1,antibiotic efflux,1
ACH59000.1,antibiotic inactivation,1
ACH58990.1,antibiotic inactivation,1
ACH58988.1,antibiotic inactivation,1
ACN58767.1,antibiotic efflux,1
ACS83714.1,antibiotic inactivation,1
ACS83748.1,antibiotic efflux,1
ACS83690.1,antibiotic inactivation,1
ACT97572.1,antibiotic target alteration,1
ACT97570.1,antibiotic target alteration,1
ACT97547.1,antibiotic target alteration,1
ACT97537.1,antibiotic target alteration,1
ACT97455.1,antibiotic inactivation,1
ACT97384.1,antibiotic inactivation,1
ACT97618.1,antibiotic target protection,1
ACT97610.1,antibiotic target protection,1
ACT97571.1,antibiotic target alteration,1
ACT97544.1,antibiotic target alteration,1
